                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.357,                  4.837,                  4.304,                      0,                      0,                      0,                      0,                 3.3218,                 4.8769,                 4.1602,              6.255e-05,              6.255e-05,              6.255e-05
